code_module,code_presentation,id_student,pre_course_clicks,pre_course_interaction_rows
BBB,2014J,594083,9,4
BBB,2014J,594282,43,20
BBB,2014J,594872,34,11
BBB,2014J,595130,1,1
BBB,2014J,595137,4,2
BBB,2014J,595365,96,24
BBB,2014J,595421,45,19
BBB,2014J,595892,106,42
BBB,2014J,596128,2,1
BBB,2014J,596496,12,5
BBB,2014J,596513,80,18
BBB,2014J,596728,28,21
BBB,2014J,597539,10,6
BBB,2014J,597744,43,13
BBB,2014J,597853,22,9
BBB,2014J,598035,4,2
BBB,2014J,598201,46,20
BBB,2014J,598282,64,25
BBB,2014J,598313,16,8
BBB,2014J,598395,1,1
BBB,2014J,598581,93,28
BBB,2014J,598769,80,22
BBB,2014J,599108,1,1
BBB,2014J,599323,68,14
BBB,2014J,600387,42,12
BBB,2014J,600415,15,11
BBB,2014J,600463,6,3
BBB,2014J,600658,4,4
BBB,2014J,600664,299,36
BBB,2014J,601706,78,17
BBB,2014J,601803,86,31
BBB,2014J,601930,15,9
BBB,2014J,601983,86,22
BBB,2014J,602109,25,7
BBB,2014J,602666,34,16
BBB,2014J,602696,1,1
BBB,2014J,602779,50,16
BBB,2014J,602865,166,35
BBB,2014J,602943,18,8
BBB,2014J,603055,15,9
BBB,2014J,603113,41,19
BBB,2014J,603580,75,26
BBB,2014J,603731,44,12
BBB,2014J,603921,123,25
BBB,2014J,604358,5,3
BBB,2014J,604950,54,24
BBB,2014J,604990,165,71
BBB,2014J,605068,97,31
BBB,2014J,605089,74,23
BBB,2014J,605186,1,1
BBB,2014J,605243,33,5
BBB,2014J,605770,82,27
BBB,2014J,605771,757,70
BBB,2014J,606004,7,5
BBB,2014J,606027,128,34
BBB,2014J,606105,5,3
BBB,2014J,606134,51,21
BBB,2014J,606239,105,50
BBB,2014J,606391,16,4
BBB,2014J,606517,44,17
BBB,2014J,606535,34,22
BBB,2014J,606586,15,7
BBB,2014J,606861,17,10
BBB,2014J,606864,1,1
BBB,2014J,607062,25,10
BBB,2014J,607176,2,2
BBB,2014J,607923,56,12
BBB,2014J,608068,4,3
BBB,2014J,608134,31,11
BBB,2014J,608448,61,24
BBB,2014J,608851,23,11
BBB,2014J,609194,148,4
BBB,2014J,609203,14,8
BBB,2014J,609403,134,28
BBB,2014J,609927,19,10
BBB,2014J,610385,70,14
BBB,2014J,610405,7,5
BBB,2014J,610470,11,5
BBB,2014J,610494,8,3
BBB,2014J,611275,37,8
BBB,2014J,611329,123,20
BBB,2014J,611821,9,4
BBB,2014J,612135,16,10
BBB,2014J,612230,18,9
BBB,2014J,612247,158,26
BBB,2014J,612337,23,8
BBB,2014J,612566,15,7
BBB,2014J,612750,16,14
BBB,2014J,613102,101,38
BBB,2014J,613909,2,2
BBB,2014J,615165,2,2
BBB,2014J,616660,130,28
BBB,2014J,617297,30,13
BBB,2014J,617525,52,36
BBB,2014J,617530,1,1
BBB,2014J,617811,3,2
BBB,2014J,618589,23,13
BBB,2014J,618734,121,39
BBB,2014J,618960,29,14
BBB,2014J,618983,131,41
BBB,2014J,618994,60,21
BBB,2014J,619052,24,10
BBB,2014J,619935,45,14
BBB,2014J,620698,36,15
BBB,2014J,621826,1,1
BBB,2014J,621899,3,3
BBB,2014J,622007,14,7
BBB,2014J,622313,10,6
BBB,2014J,622573,203,66
BBB,2014J,623042,369,90
BBB,2014J,623097,127,46
BBB,2014J,623319,1,1
BBB,2014J,623376,10,5
BBB,2014J,623441,114,30
BBB,2014J,623519,63,16
BBB,2014J,623689,31,10
BBB,2014J,624342,17,10
BBB,2014J,624709,21,9
BBB,2014J,625666,17,4
BBB,2014J,625709,3,1
BBB,2014J,625826,10,5
BBB,2014J,626012,1,1
BBB,2014J,626139,30,9
BBB,2014J,626159,665,73
BBB,2014J,626195,298,80
BBB,2014J,626210,32,14
BBB,2014J,626740,41,13
BBB,2014J,627119,1,1
BBB,2014J,627269,256,92
BBB,2014J,627563,96,47
BBB,2014J,627660,35,11
BBB,2014J,627968,77,23
BBB,2014J,628388,2,1
BBB,2014J,628656,23,8
BBB,2014J,628679,43,10
BBB,2014J,628991,34,10
BBB,2014J,629053,74,38
BBB,2014J,629127,714,75
BBB,2014J,629245,71,23
BBB,2014J,629553,8,5
BBB,2014J,630286,2,2
BBB,2014J,630343,3,1
BBB,2014J,630404,58,22
BBB,2014J,630716,89,26
BBB,2014J,630834,4,2
BBB,2014J,631230,29,13
BBB,2014J,631248,4,3
BBB,2014J,631266,40,10
BBB,2014J,631416,14,10
BBB,2014J,631640,5,3
BBB,2014J,631775,21,8
BBB,2014J,632255,142,44
BBB,2014J,632281,9,5
BBB,2014J,632473,55,22
BBB,2014J,632605,337,40
BBB,2014J,632722,33,20
BBB,2014J,632955,5,2
BBB,2014J,633902,49,21
BBB,2014J,634247,22,10
BBB,2014J,634636,3,3
BBB,2014J,634772,93,12
BBB,2014J,635328,23,12
BBB,2014J,635561,14,6
BBB,2014J,635777,152,13
BBB,2014J,635890,48,25
BBB,2014J,635921,16,11
BBB,2014J,636302,63,20
BBB,2014J,636525,50,28
BBB,2014J,637003,48,6
BBB,2014J,637063,74,29
BBB,2014J,637238,72,25
BBB,2014J,637370,56,19
BBB,2014J,637382,19,7
BBB,2014J,637388,88,15
BBB,2014J,637414,6,4
BBB,2014J,637586,101,27
BBB,2014J,637715,17,6
BBB,2014J,637815,74,23
BBB,2014J,637820,5,3
BBB,2014J,637867,6,3
BBB,2014J,638036,79,22
BBB,2014J,638516,168,56
BBB,2014J,638544,9,4
BBB,2014J,638997,61,15
BBB,2014J,639724,58,14
BBB,2014J,640225,77,34
BBB,2014J,640265,150,28
BBB,2014J,640289,9,3
BBB,2014J,640291,111,34
BBB,2014J,640425,26,14
BBB,2014J,640701,19,4
BBB,2014J,640706,17,8
BBB,2014J,640712,15,5
BBB,2014J,641329,244,72
BBB,2014J,641992,121,35
BBB,2014J,642067,50,18
BBB,2014J,642075,34,12
BBB,2014J,642083,23,9
BBB,2014J,642122,4,3
BBB,2014J,642201,96,44
BBB,2014J,642250,100,22
BBB,2014J,642405,22,9
BBB,2014J,642413,11,7
BBB,2014J,642550,8,5
BBB,2014J,642595,161,42
BBB,2014J,642633,25,9
BBB,2014J,642698,6,4
BBB,2014J,642802,7,3
BBB,2014J,642834,75,20
BBB,2014J,642988,11,4
BBB,2014J,643172,313,76
BBB,2014J,643208,90,30
BBB,2014J,643321,124,31
BBB,2014J,643587,10,3
BBB,2014J,643608,82,15
BBB,2014J,643953,69,29
BBB,2014J,643986,75,34
BBB,2014J,644069,14,7
BBB,2014J,644164,73,27
BBB,2014J,644362,98,34
BBB,2014J,644484,52,21
BBB,2014J,644599,10,8
BBB,2014J,644793,78,21
BBB,2014J,644822,73,24
BBB,2014J,644863,23,9
BBB,2014J,644993,151,44
BBB,2014J,645042,33,8
BBB,2014J,645047,106,16
BBB,2014J,645098,28,12
BBB,2014J,645183,3,2
BBB,2014J,645248,9,7
BBB,2014J,645359,175,29
BBB,2014J,645370,24,8
BBB,2014J,645678,4,1
BBB,2014J,645753,31,14
BBB,2014J,645793,4,3
BBB,2014J,645950,47,15
BBB,2014J,646004,65,16
BBB,2014J,646119,191,41
BBB,2014J,646178,1,1
BBB,2014J,646202,42,17
BBB,2014J,646260,41,15
BBB,2014J,646352,64,15
BBB,2014J,646415,45,26
BBB,2014J,646418,58,13
BBB,2014J,646455,1,1
BBB,2014J,646482,112,27
BBB,2014J,646484,90,28
BBB,2014J,646579,142,40
BBB,2014J,646618,47,17
BBB,2014J,646659,66,20
BBB,2014J,646691,4,3
BBB,2014J,646798,37,8
BBB,2014J,646844,80,32
BBB,2014J,646852,3,3
BBB,2014J,646901,5,3
BBB,2014J,647056,231,62
BBB,2014J,647200,161,64
BBB,2014J,647312,37,29
BBB,2014J,647346,76,21
BBB,2014J,647385,46,12
BBB,2014J,647393,22,6
BBB,2014J,647395,3,2
BBB,2014J,647502,33,13
BBB,2014J,647553,56,15
BBB,2014J,647764,14,8
BBB,2014J,647774,24,20
BBB,2014J,647803,31,14
BBB,2014J,647982,4,4
BBB,2014J,648082,42,20
BBB,2014J,648119,37,21
BBB,2014J,648120,3,2
BBB,2014J,648127,71,33
BBB,2014J,648182,77,39
BBB,2014J,648194,13,8
BBB,2014J,648201,38,19
BBB,2014J,648262,24,13
BBB,2014J,648310,20,12
BBB,2014J,648311,49,17
BBB,2014J,648335,35,16
BBB,2014J,648386,44,10
BBB,2014J,648391,55,9
BBB,2014J,648416,74,31
BBB,2014J,648449,36,13
BBB,2014J,648487,113,67
BBB,2014J,648519,82,15
BBB,2014J,648537,69,22
BBB,2014J,648543,181,61
BBB,2014J,648549,53,26
BBB,2014J,648585,32,19
BBB,2014J,648596,2,1
BBB,2014J,648676,69,31
BBB,2014J,648693,105,51
BBB,2014J,648709,53,14
BBB,2014J,648713,25,12
BBB,2014J,648751,54,5
BBB,2014J,648760,130,42
BBB,2014J,648778,97,12
BBB,2014J,648807,140,36
BBB,2014J,648845,64,27
BBB,2014J,648951,8,4
BBB,2014J,649018,18,6
BBB,2014J,649025,95,36
BBB,2014J,649026,108,27
BBB,2014J,649027,91,25
BBB,2014J,649110,118,62
BBB,2014J,649119,5,3
BBB,2014J,649189,464,84
BBB,2014J,649221,292,75
BBB,2014J,649231,57,26
BBB,2014J,649291,52,13
BBB,2014J,649444,82,27
BBB,2014J,649518,1,1
BBB,2014J,649578,35,16
BBB,2014J,649621,7,4
BBB,2014J,649638,43,19
BBB,2014J,649654,48,20
BBB,2014J,649692,21,8
BBB,2014J,649742,146,29
BBB,2014J,649749,45,10
BBB,2014J,649795,1,1
BBB,2014J,649824,72,27
BBB,2014J,649905,231,43
BBB,2014J,649962,91,39
BBB,2014J,649980,49,14
BBB,2014J,650050,27,13
BBB,2014J,650114,5,3
BBB,2014J,650161,5,1
BBB,2014J,650269,61,20
BBB,2014J,650354,20,7
BBB,2014J,650371,45,9
BBB,2014J,650433,3,2
BBB,2014J,650451,41,16
BBB,2014J,650531,12,8
BBB,2014J,650606,68,42
BBB,2014J,650797,14,4
BBB,2014J,650953,3,3
BBB,2014J,650958,173,54
BBB,2014J,650964,61,28
BBB,2014J,650979,126,47
BBB,2014J,651008,24,9
BBB,2014J,651027,17,8
BBB,2014J,651065,49,31
BBB,2014J,651089,54,28
BBB,2014J,651148,142,30
BBB,2014J,651177,80,13
BBB,2014J,651209,17,7
BBB,2014J,651257,51,18
BBB,2014J,651278,2,1
BBB,2014J,651324,53,14
BBB,2014J,651359,110,30
BBB,2014J,651415,14,8
BBB,2014J,651429,39,6
BBB,2014J,651544,43,18
BBB,2014J,651655,164,29
BBB,2014J,651659,4,3
BBB,2014J,651678,21,12
BBB,2014J,651831,1,1
BBB,2014J,651863,49,15
BBB,2014J,651925,55,16
BBB,2014J,651939,11,6
BBB,2014J,651974,41,11
BBB,2014J,651979,17,9
BBB,2014J,651980,158,45
BBB,2014J,651991,179,72
BBB,2014J,652044,5,2
BBB,2014J,652090,14,6
BBB,2014J,652130,99,24
BBB,2014J,652156,26,9
BBB,2014J,652158,89,29
BBB,2014J,652226,6,4
BBB,2014J,652288,425,92
BBB,2014J,652522,19,6
BBB,2014J,652553,10,4
BBB,2014J,652556,55,19
BBB,2014J,652572,66,25
BBB,2014J,652586,27,12
BBB,2014J,652605,15,6
BBB,2014J,652731,10,7
BBB,2014J,652754,36,19
BBB,2014J,652818,53,29
BBB,2014J,652851,198,32
BBB,2014J,652933,35,16
BBB,2014J,653027,32,19
BBB,2014J,653052,43,17
BBB,2014J,653059,81,35
BBB,2014J,653188,40,16
BBB,2014J,653239,70,25
BBB,2014J,653240,72,34
BBB,2014J,653384,32,15
BBB,2014J,653385,3,2
BBB,2014J,653541,47,13
BBB,2014J,653597,116,38
BBB,2014J,653752,26,13
BBB,2014J,653762,10,6
BBB,2014J,653826,42,7
BBB,2014J,653870,40,5
BBB,2014J,653944,16,5
BBB,2014J,653952,344,97
BBB,2014J,653958,86,47
BBB,2014J,654001,15,7
BBB,2014J,654005,10,7
BBB,2014J,654043,4,3
BBB,2014J,654071,115,30
BBB,2014J,654206,36,12
BBB,2014J,654265,88,37
BBB,2014J,654404,1,1
BBB,2014J,654415,46,11
BBB,2014J,654422,1,1
BBB,2014J,654524,131,53
BBB,2014J,654545,19,6
BBB,2014J,654585,19,12
BBB,2014J,654639,5,3
BBB,2014J,654678,250,57
BBB,2014J,654856,71,23
BBB,2014J,654958,27,16
BBB,2014J,655084,38,10
BBB,2014J,655086,15,7
BBB,2014J,655152,10,6
BBB,2014J,655230,83,15
BBB,2014J,655296,32,11
BBB,2014J,655342,78,24
BBB,2014J,655406,72,28
BBB,2014J,655460,54,15
BBB,2014J,655471,364,110
BBB,2014J,655546,313,67
BBB,2014J,655547,10,4
BBB,2014J,655572,62,22
BBB,2014J,655605,2,2
BBB,2014J,655613,57,16
BBB,2014J,655662,11,5
BBB,2014J,655828,30,11
BBB,2014J,656089,55,15
BBB,2014J,656122,29,6
BBB,2014J,656181,25,11
BBB,2014J,656187,43,11
BBB,2014J,656190,2,2
BBB,2014J,656197,10,5
BBB,2014J,656200,7,4
BBB,2014J,656217,39,18
BBB,2014J,656222,92,30
BBB,2014J,656227,44,19
BBB,2014J,656253,264,88
BBB,2014J,656276,8,6
BBB,2014J,656373,14,8
BBB,2014J,656412,11,6
BBB,2014J,656453,20,7
BBB,2014J,656472,6,3
BBB,2014J,656475,17,11
BBB,2014J,656481,31,6
BBB,2014J,656522,15,9
BBB,2014J,656540,58,30
BBB,2014J,656557,173,77
BBB,2014J,656566,118,33
BBB,2014J,656576,17,9
BBB,2014J,656681,166,65
BBB,2014J,656784,6,5
BBB,2014J,656915,41,12
BBB,2014J,656990,40,9
BBB,2014J,657032,32,6
BBB,2014J,657290,24,12
BBB,2014J,657293,55,21
BBB,2014J,674201,14,8
BBB,2014J,674214,3,1
BBB,2014J,674290,49,18
BBB,2014J,674319,8,7
BBB,2014J,674349,40,25
BBB,2014J,674495,77,22
BBB,2014J,674576,89,11
BBB,2014J,674605,200,69
BBB,2014J,674746,83,20
BBB,2014J,674748,17,4
BBB,2014J,674758,12,5
BBB,2014J,674784,17,10
BBB,2014J,674960,17,7
BBB,2014J,675042,51,15
BBB,2014J,675085,111,29
BBB,2014J,675094,51,14
BBB,2014J,675096,43,12
BBB,2014J,675159,89,34
BBB,2014J,675223,42,18
BBB,2014J,675231,71,20
BBB,2014J,675526,121,49
BBB,2014J,675576,137,16
BBB,2014J,675728,29,11
BBB,2014J,675750,1,1
BBB,2014J,675807,68,28
BBB,2014J,675922,76,28
BBB,2014J,675929,4,4
BBB,2014J,676151,100,55
BBB,2014J,676169,22,9
BBB,2014J,676176,75,33
BBB,2014J,676322,44,19
BBB,2014J,676401,32,6
BBB,2014J,676420,77,28
BBB,2014J,676428,24,11
BBB,2014J,676604,66,27
BBB,2014J,676633,168,60
BBB,2014J,676705,16,6
BBB,2014J,676750,33,7
BBB,2014J,676898,1,1
BBB,2014J,677004,168,39
BBB,2014J,677201,114,48
BBB,2014J,677203,131,41
BBB,2014J,677338,12,6
BBB,2014J,677462,6,4
BBB,2014J,677498,77,24
BBB,2014J,677873,79,32
BBB,2014J,677877,287,56
BBB,2014J,677892,68,28
BBB,2014J,677997,7,3
BBB,2014J,678025,85,27
BBB,2014J,678057,145,49
BBB,2014J,678080,28,8
BBB,2014J,678105,17,11
BBB,2014J,678107,53,10
BBB,2014J,678110,42,23
BBB,2014J,678213,8,5
BBB,2014J,678244,35,12
BBB,2014J,678246,176,26
BBB,2014J,678283,33,13
BBB,2014J,678327,57,19
BBB,2014J,678335,49,24
BBB,2014J,678367,103,27
BBB,2014J,678373,1,1
BBB,2014J,678575,19,12
BBB,2014J,678578,22,15
BBB,2014J,678623,88,29
BBB,2014J,678661,23,12
BBB,2014J,678688,53,24
BBB,2014J,678702,65,18
BBB,2014J,678777,50,21
BBB,2014J,678815,49,13
BBB,2014J,678906,72,32
BBB,2014J,678953,2,2
BBB,2014J,678995,80,14
BBB,2014J,679059,117,57
BBB,2014J,679439,14,6
BBB,2014J,679457,38,25
BBB,2014J,679716,140,37
BBB,2014J,679724,109,26
BBB,2014J,679726,25,7
BBB,2014J,679798,73,32
BBB,2014J,679918,21,12
BBB,2014J,679967,4,3
BBB,2014J,679971,17,11
BBB,2014J,679989,92,41
BBB,2014J,680009,115,20
BBB,2014J,680146,22,6
BBB,2014J,680162,224,28
BBB,2014J,680174,25,12
BBB,2014J,680219,69,27
BBB,2014J,680290,40,16
BBB,2014J,680471,14,9
BBB,2014J,680530,17,12
BBB,2014J,680545,59,21
BBB,2014J,680591,22,10
BBB,2014J,680723,118,41
BBB,2014J,680787,76,16
BBB,2014J,680798,41,17
BBB,2014J,680926,103,48
BBB,2014J,680970,18,9
BBB,2014J,681150,152,35
BBB,2014J,681222,144,25
BBB,2014J,681289,5,4
BBB,2014J,681566,103,25
BBB,2014J,681581,16,10
BBB,2014J,681710,23,13
BBB,2014J,681716,159,68
BBB,2014J,681752,9,4
BBB,2014J,682051,30,11
BBB,2014J,682056,94,34
BBB,2014J,682107,1,1
BBB,2014J,682316,37,15
BBB,2014J,682343,66,18
BBB,2014J,682364,4,2
BBB,2014J,682409,88,28
BBB,2014J,682538,15,9
BBB,2014J,682627,44,15
BBB,2014J,682728,56,11
BBB,2014J,682731,55,25
BBB,2014J,682887,37,12
BBB,2014J,682913,5,4
BBB,2014J,683002,80,33
BBB,2014J,683054,37,23
BBB,2014J,683120,70,19
BBB,2014J,683140,333,91
BBB,2014J,683164,77,32
BBB,2014J,683202,153,16
BBB,2014J,683275,43,17
BBB,2014J,683301,24,12
BBB,2014J,683420,16,5
BBB,2014J,683592,14,7
BBB,2014J,683618,54,25
BBB,2014J,683630,33,9
BBB,2014J,683742,200,40
BBB,2014J,683768,31,15
BBB,2014J,683779,182,46
BBB,2014J,683783,135,68
BBB,2014J,683792,40,17
BBB,2014J,683817,106,28
BBB,2014J,683838,98,22
BBB,2014J,683947,2,1
BBB,2014J,683987,32,4
BBB,2014J,684055,81,25
BBB,2014J,684072,96,27
BBB,2014J,684184,97,40
BBB,2014J,684250,19,11
BBB,2014J,684273,9,4
BBB,2014J,684319,49,13
BBB,2014J,684329,60,27
BBB,2014J,684375,5,4
BBB,2014J,684420,3,2
BBB,2014J,684615,46,11
BBB,2014J,684681,43,13
BBB,2014J,684687,11,8
BBB,2014J,684704,1,1
BBB,2014J,684833,26,8
BBB,2014J,684931,2,2
BBB,2014J,684971,40,10
BBB,2014J,685052,67,21
BBB,2014J,685257,2,1
BBB,2014J,685267,69,30
BBB,2014J,685318,119,38
BBB,2014J,685391,9,4
BBB,2014J,685592,1,1
BBB,2014J,685602,315,9
BBB,2014J,685653,16,7
BBB,2014J,685776,4,2
BBB,2014J,685779,44,8
BBB,2014J,685812,224,57
BBB,2014J,685830,34,7
BBB,2014J,685842,125,27
BBB,2014J,685861,3,3
BBB,2014J,685900,49,16
BBB,2014J,686074,183,43
BBB,2014J,686093,143,28
BBB,2014J,686128,96,22
BBB,2014J,686182,47,21
BBB,2014J,686191,17,8
BBB,2014J,686201,23,12
BBB,2014J,686378,9,5
BBB,2014J,686402,28,10
BBB,2014J,686596,7,2
BBB,2014J,686633,4,3
BBB,2014J,686667,116,41
BBB,2014J,686670,10,5
BBB,2014J,686688,648,217
BBB,2014J,686703,13,7
BBB,2014J,686725,128,59
BBB,2014J,686762,38,17
BBB,2014J,686791,50,13
BBB,2014J,686822,20,14
BBB,2014J,686837,162,56
BBB,2014J,686938,81,17
BBB,2014J,686940,207,15
BBB,2014J,686953,70,19
BBB,2014J,687030,15,7
BBB,2014J,687037,76,21
BBB,2014J,687060,108,35
BBB,2014J,687122,187,57
BBB,2014J,687173,32,16
BBB,2014J,687185,21,9
BBB,2014J,687217,8,5
BBB,2014J,687326,65,18
BBB,2014J,687369,4,4
BBB,2014J,687379,68,23
BBB,2014J,687406,36,15
BBB,2014J,687421,297,84
BBB,2014J,687533,10,6
BBB,2014J,687566,34,11
BBB,2014J,687575,82,7
BBB,2014J,687688,43,15
BBB,2014J,687769,50,22
BBB,2014J,687822,11,3
BBB,2014J,687977,12,7
BBB,2014J,687978,5,2
BBB,2014J,688011,10,7
BBB,2014J,688106,46,17
BBB,2014J,688135,29,5
BBB,2014J,688167,74,26
BBB,2014J,688208,11,6
BBB,2014J,688376,27,14
BBB,2014J,688398,53,9
BBB,2014J,688513,84,22
BBB,2014J,688519,43,8
BBB,2014J,688545,6,5
BBB,2014J,688599,44,17
BBB,2014J,688638,43,12
BBB,2014J,688710,1,1
BBB,2014J,688954,43,10
BBB,2014J,688997,48,19
BBB,2014J,689069,38,18
BBB,2014J,689089,1,1
BBB,2014J,689094,34,11
BBB,2014J,689095,9,5
BBB,2014J,689097,57,24
BBB,2014J,689148,20,12
BBB,2014J,689178,90,13
BBB,2014J,689187,12,6
BBB,2014J,689287,24,12
BBB,2014J,689329,28,9
BBB,2014J,689406,46,14
BBB,2014J,689487,16,6
BBB,2014J,689493,127,33
BBB,2014J,689563,3,1
BBB,2014J,689665,16,6
BBB,2014J,689727,27,6
BBB,2014J,689778,77,26
BBB,2014J,689808,14,9
BBB,2014J,689896,37,10
BBB,2014J,689925,67,11
BBB,2014J,689936,7,3
BBB,2014J,690211,9,6
BBB,2014J,690318,32,13
BBB,2014J,690319,3,2
BBB,2014J,690359,23,10
BBB,2014J,690366,34,14
BBB,2014J,690384,101,44
BBB,2014J,690430,14,8
BBB,2014J,690469,220,21
BBB,2014J,690548,25,12
BBB,2014J,690766,66,30
BBB,2014J,690767,46,16
BBB,2014J,690902,342,72
BBB,2014J,690967,38,13
BBB,2014J,691006,11,7
BBB,2014J,691094,2,2
BBB,2014J,691122,1,1
BBB,2014J,691312,17,10
BBB,2014J,691343,3,2
BBB,2014J,691353,22,11
BBB,2014J,691411,3,3
BBB,2014J,691413,3,2
BBB,2014J,691663,33,12
BBB,2014J,691683,22,8
BBB,2014J,691717,2,1
BBB,2014J,691835,38,19
BBB,2014J,691851,39,17
BBB,2014J,692175,47,12
BBB,2014J,692181,14,7
BBB,2014J,692196,320,47
BBB,2014J,692215,52,19
BBB,2014J,692355,68,25
BBB,2014J,692384,27,17
BBB,2014J,692473,59,7
BBB,2014J,692474,32,19
BBB,2014J,692479,3,2
BBB,2014J,692484,43,10
BBB,2014J,692502,141,46
BBB,2014J,692518,43,21
BBB,2014J,692544,9,6
BBB,2014J,692547,15,4
BBB,2014J,692553,27,14
BBB,2014J,692572,101,34
BBB,2014J,692609,421,23
BBB,2014J,692647,14,6
BBB,2014J,692805,27,7
BBB,2014J,692827,56,29
BBB,2014J,692907,4,2
BBB,2014J,692908,42,7
BBB,2014J,692918,37,17
BBB,2014J,692920,29,14
BBB,2014J,692936,7,3
BBB,2014J,692943,50,17
BBB,2014J,693091,1,1
BBB,2014J,693230,109,48
BBB,2014J,693297,3,2
BBB,2014J,693514,59,20
BBB,2014J,693615,9,4
BBB,2014J,693620,4,3
BBB,2014J,693793,56,28
BBB,2014J,693899,29,9
BBB,2014J,693934,1,1
BBB,2014J,693983,50,23
BBB,2014J,694078,66,19
BBB,2014J,694155,13,9
BBB,2014J,694338,12,7
BBB,2014J,694341,7,4
BBB,2014J,694342,37,15
BBB,2014J,694380,65,9
BBB,2014J,694404,5,3
BBB,2014J,694476,41,10
BBB,2014J,694526,29,13
BBB,2014J,694554,9,4
BBB,2014J,694561,136,25
BBB,2014J,694616,103,32
BBB,2014J,694706,35,8
BBB,2014J,694792,63,13
BBB,2014J,694857,7,3
BBB,2014J,694974,123,51
BBB,2014J,694981,11,6
BBB,2014J,694983,389,55
BBB,2014J,695084,47,11
BBB,2014J,695298,34,15
BBB,2014J,695356,15,7
BBB,2014J,695405,1,1
BBB,2014J,695434,138,49
BBB,2014J,695475,7,3
BBB,2014J,695510,47,11
BBB,2014J,695516,39,8
BBB,2014J,695631,35,9
BBB,2014J,695941,60,19
BBB,2014J,695982,22,13
BBB,2014J,696007,74,18
BBB,2014J,696203,51,19
BBB,2014J,696316,14,4
BBB,2014J,696348,43,12
BBB,2014J,696440,3,3
BBB,2014J,696527,5,4
BBB,2014J,696616,33,11
BBB,2014J,696684,4,3
BBB,2014J,696692,83,24
BBB,2014J,696716,14,10
BBB,2014J,696803,49,17
BBB,2014J,696804,42,19
BBB,2014J,696844,9,8
BBB,2014J,696850,20,8
BBB,2014J,696890,21,3
BBB,2014J,697119,30,13
BBB,2014J,697136,52,19
BBB,2014J,697298,3,2
BBB,2014J,697345,11,7
BBB,2014J,697428,2,1
BBB,2014J,697525,87,25
BBB,2014J,697542,52,13
BBB,2014J,697561,43,18
BBB,2014J,697562,85,38
BBB,2014J,697578,54,24
BBB,2014J,697649,105,44
BBB,2014J,697653,47,11
BBB,2014J,697754,34,22
BBB,2014J,697857,80,35
BBB,2014J,697909,12,4
BBB,2014J,697912,74,30
BBB,2014J,697959,59,23
BBB,2014J,697960,173,70
BBB,2014J,697964,56,16
BBB,2014J,698010,2,1
BBB,2014J,698170,61,15
BBB,2014J,698180,45,9
BBB,2014J,698198,13,8
BBB,2014J,698199,111,39
BBB,2014J,698201,33,6
BBB,2014J,698203,14,4
BBB,2014J,698207,31,7
BBB,2014J,698208,25,9
BBB,2014J,698256,94,23
BBB,2014J,698345,159,47
BBB,2014J,698352,15,10
BBB,2014J,698357,55,35
BBB,2014J,698362,31,14
BBB,2014J,698369,56,15
BBB,2014J,698432,66,33
BBB,2014J,698463,86,27
BBB,2014J,698471,159,43
BBB,2014J,698494,8,4
BBB,2014J,698509,142,47
BBB,2014J,698586,16,8
BBB,2014J,699007,196,84
BBB,2014J,699153,3,3
BBB,2014J,699437,1,1
BBB,2014J,699488,409,77
BBB,2014J,699498,37,9
BBB,2014J,699651,10,6
BBB,2014J,699656,14,7
BBB,2014J,700079,25,7
BBB,2014J,700086,3,2
BBB,2014J,700441,14,3
BBB,2014J,700815,9,5
BBB,2014J,1118432,41,15
BBB,2014J,1419671,85,27
BBB,2014J,1486048,183,64
BBB,2014J,1526770,66,41
BBB,2014J,1533277,150,41
BBB,2014J,1536122,101,37
BBB,2014J,1536591,191,12
BBB,2014J,1547646,90,35
BBB,2014J,1560989,173,73
BBB,2014J,1563696,37,8
BBB,2014J,1564706,290,74
BBB,2014J,1585768,107,18
BBB,2014J,1623795,55,19
BBB,2014J,1656979,46,22
BBB,2014J,1664280,65,14
BBB,2014J,1723749,73,24
BBB,2014J,1732956,334,71
BBB,2014J,1733023,15,5
BBB,2014J,1757561,108,45
BBB,2014J,1813493,200,63
BBB,2014J,1835389,15,10
BBB,2014J,1874935,56,24
BBB,2014J,1891028,17,7
BBB,2014J,1903095,32,7
BBB,2014J,1926542,62,14
BBB,2014J,1937822,79,25
BBB,2014J,1989014,120,24
BBB,2014J,1993672,15,2
BBB,2014J,2009239,59,19
BBB,2014J,2035574,47,16
BBB,2014J,2045569,30,6
BBB,2014J,2091096,24,8
BBB,2014J,2091193,33,10
BBB,2014J,2149487,94,25
BBB,2014J,2172163,6,3
BBB,2014J,2177423,96,21
BBB,2014J,2187308,104,39
BBB,2014J,2192113,12,6
BBB,2014J,2207474,33,10
BBB,2014J,2216682,37,16
BBB,2014J,2216778,32,13
BBB,2014J,2227568,73,20
BBB,2014J,2228010,3,1
BBB,2014J,2228601,88,19
BBB,2014J,2229783,55,20
BBB,2014J,2232976,93,41
BBB,2014J,2237567,32,10
BBB,2014J,2241250,7,6
BBB,2014J,2242067,5,3
BBB,2014J,2248243,89,32
BBB,2014J,2251500,38,15
BBB,2014J,2264569,5,4
BBB,2014J,2276854,8,7
BBB,2014J,2278390,617,93
BBB,2014J,2296716,64,33
BBB,2014J,2318161,40,22
BBB,2014J,2333415,139,51
